Country of president,President name,Destination country,Destination city,"Date start, yyyy-mm-dd","Date start, d.m.yyyyy","Date end, yyyy-mm-dd","Date end, d.m.yyyy",Subject,Source,More info
China,Xi Jinping,Laos,Vientiane,2017-11-14,14.11.2017,2017-11-14,14.11.2017,"Xi meets Bounnhang again on historic, fruitful visit to Laos, Xi urges young generations to advance China-Laos friendship, Xi calls for more China-Laos cooperation in public welfare, China, Laos agree to increase legislative exchanges, Chinese president meets Lao PM on ties, Xi's visit to deepen friendship, promote comprehensive cooperation",http://news.xinhuanet.com/english/2017-11/14/c_136749635.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=27434
China,Xi Jinping,South Africa,Johannesburg,2018-06-27,27.6.2018,2018-06-27,27.6.2018,"Xi calls for expanding ""BRICS Plus"" cooperation to address common challenges",http://www.fmprc.gov.cn/mfa_eng/zxxx_662805/t1581284.shtml,http://www.chinavitae.com//vip/index.php?mode=show&id=28679
China,Xi Jinping,United Arab Emirates,Abu Dhabi,2018-07-20,20.7.2018,2018-07-20,20.7.2018,"Chinese president meets Crown Prince of Abu Dhabi on China-UAE ties, China, UAE to boost Belt and Road cooperation , China, UAE agree to lift ties to comprehensive strategic partnership",http://www.xinhuanet.com/english/2018-07/21/c_137338423.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=28585
China,Xi Jinping,Senegal,Dakar,2018-07-21,21.7.2018,2018-07-22,22.7.2018,"Xi arrives in Senegal for state visit, Chinese, Senegalese presidents pledge to create better future for ties, Xi attends handover ceremony of Senegal's national wrestling arena",http://www.fmprc.gov.cn/mfa_eng/zxxx_662805/t1579387.shtml,http://www.chinavitae.com//vip/index.php?mode=show&id=28607
China,Xi Jinping,South Africa,Johannesburg,2018-07-23,23.7.2018,2018-07-26,26.7.2018,"Chinese president arrives in South Africa for state visit, Full text of Chinese president's speech at BRICS Business Forum in South Africa, Xi says China firmly supports free trade, opens market with new platforms , Xi urges BRICS countries to deepen strategic partnership, open up 2nd ""Golden Decade"", Xi, Putin exchange views on current int'l situation, Xi, Erdogan agree to enhance China-Turkey cooperation, China, Uganda pledge to deepen bilateral cooperation, Xi says China to boost closer development partnership with India, Xi's visit deepens South-South cooperation, upholds multilateralism, Int'l community eyes outcomes of BRICS Summit in Johannesburg, Xi urges BRICS countries to deepen strategic partnership, open up 2nd ""Golden Decade"" , Xi meets Brazilian president, calling for more solidarity, coordination",http://www.xinhuanet.com/english/2018-07/26/c_137350135.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=28621
China,Xi Jinping,Rwanda,Kigali,2018-07-23,23.7.2018,2018-07-23,23.7.2018,"China, Rwanda vow to write new chapter in bilateral ties",http://www.xinhuanet.com/english/2018-07/24/c_137343708.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=28595
China,Xi Jinping,Mauritius,Port Louis,2018-07-27,27.7.2018,2018-07-28,28.7.2018,"Xi arrives in Mauritius for friendly visit, Xi meets Mauritian PM on bilateral ties",http://www.xinhuanet.com/english/2018-07/29/c_137354426.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=28626
China,Xi Jinping,Russia,Vladivostok,2018-09-11,11.9.2018,2018-09-13,13.9.2018,"China, Russia agree to advance sub-national cooperation, Xi, Putin vow to promote ties regardless of global changes, Xi meets Mongolian president on bilateral ties, Xi calls for strengthening cooperation in Northeast Asia for regional peace, prosperity, Xi's Vladivostok trip injects fresh vigor into China-Russia ties, regional cooperation , Xi calls for strengthening cooperation in Northeast Asia for regional peace, prosperity , Xi, Putin call for promoting China-Russia youth friendship",http://www.xinhuanet.com/english/2018-09/13/c_137463871.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=28839
China,Xi Jinping,Papua New Guinea,Port Moresby,2018-11-15,15.11.2018,2018-11-15,15.11.2018,"Xi arrives in PNG for state visit, APEC meeting",http://www.xinhuanet.com/english/2018-11/15/c_137609205.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=29077
China,Xi Jinping,Spain,Madrid,2018-11-27,27.11.2018,2018-11-28,28.11.2018,"Chinese president arrives in Spain for state visit, China-Spain relations facing new opportunities for development, Xi urges Spanish enterprises to make best use of CIIE platform, China-Spain relations facing new opportunities for development, Xi urges Spanish enterprises to make best use of CIIE platform, China, Spain agree to advance ties during Xi's visit",http://www.xinhuanet.com/english/2018-11/29/c_137638125.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=29114
China,Xi Jinping,Argentina,Buenos Aires,2018-11-29,29.11.2018,2018-12-01,1.12.2018,"Xi Jinping's upcoming state visit here has evoked high expectations, Chinese president arrives in Argentina for state visit, G20 summit, China, Japan to accelerate negotiations for regional free trade deals, China, India agree to bring ties to higher level , Xi calls on China, Turkey to share development opportunities, BRICS leaders declare common stand on WTO reform, Xi urges G20 to steer world economy responsibly, Xi, Trump agree to ease trade tensions, maintain close contacts , Xi urges G20 to ""steer world economy in right direction"" , Xi, Trump hold ""very successful"" meeting on ties, trade",http://www.xinhuanet.com/english/2018-12/02/c_137646247.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=29136
China,Xi Jinping,Portugal,Lisbon,2018-12-03,3.12.2018,2018-12-05,5.12.2018,"Portuguese president calls ties with China ""exceptional"" , China, Portugal agree to seek more cooperation progress , Chinese president arrives in Portugal for state visit, Xi meets president of Portuguese parliament, pledging legislative cooperation, China, Portugal pledge to jointly push forward construction of Belt and Road",http://www.xinhuanet.com/english/2018-12/06/c_137653556.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=29152
China,Xi Jinping,Panama,Panama City,2018-12-03,3.12.2018,2018-12-03,3.12.2018,"China, Panama agree to further promote ties",http://www.xinhuanet.com/english/2018-12/04/c_137648721.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=29142
China,Xi Jinping,Italy,Rome,2019-03-21,21.3.2019,2019-03-21,21.3.2019,Chinese president arrives in Italy for state visit,http://www.xinhuanet.com/english/2019-03/22/c_137913866.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=29468
China,Xi Jinping,France,Paris,2019-03-25,25.3.2019,2019-03-26,26.3.2019,"Xi, Macron agree to forge more solid, stable, vibrant China-France partnership , Xi Jinping Meets with Chancellor Angela Merkel of Germany, Xi Jinping Meets with Prime Minister Edouard Philippe of France, Xi Jinping and Peng Liyuan Attend the Grand Farewell Ceremony Held by President Emmanuel Macron of France, Xi Jinping Meets with President of the French National Assembly Richard Ferrand, Xi ends state visit to France, China, France pledge to jointly safeguard multilateralism, improve global governance , Xi outlines 4-pronged proposal on global governance",http://www.xinhuanet.com/english/2019-03/27/c_137925702.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=29483
China,Xi Jinping,Russia,St. Petersburg,2019-06-05,5.6.2019,2019-06-07,7.6.2019,"Xi met with Vladimir Putin in Moscow, agree to strengthen contemporary global strategic stability, Xi Jinping arrives in Moscow for a state visit to Russia, Xi met with with Russian Prime Minister Dmitry Medvedev says stronger China-Russia partnership key to global peace and stability., Xi at SPIEF calls for joint efforts in forging ahead sustainable development and the building of a community with a shared future for mankind., Xi and Vladimir Putin attend a bilateral energy business forum in St. Petersburg, vow to further energy cooperation",http://www.xinhuanet.com/english/2019-06/08/c_138125165.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=29661
China,Xi Jinping,Kyrgyzstan,Bishkek,2019-06-12,12.6.2019,2019-06-14,14.6.2019,"Xi Jinping met with Kyrgyz President Sooronbay Jeenbekov in Bishkek., Xi Jinping met with Afghan President Mohammad Ashraf Ghani in Bishkek, Kyrgyzstan, Xi Jinping met with Indian Prime Minister Narendra Modi in Bishkek, Kyrgyzstan, Chinese president calls for closer SCO community with shared future, Xi's SCO summit speech significant for global peace, cooperation",http://www.xinhuanet.com/english/2019-06/16/c_138148104.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=29681
China,Xi Jinping,Tajikistan,Dushanbe,2019-06-15,15.6.2019,2019-06-16,16.6.2019,"Chinese, Turkish presidents vow to promote bilateral cooperation, Xi urges joint efforts to open up new prospects for Asian security, development , Xi urges joint efforts to open up new prospects for Asian security, development , Xi met with Emomali Rahmon in Dushanbe, receives the Order of the Crown, Tajikistan's highest decoration, Xi addressed fifth summit of the Conference on Interaction and Confidence Building Measures in Asia (CICA) held in Tajikistan, Xi's Central Asia trip cements neighborhood friendship, regional cooperation",http://www.xinhuanet.com/english/2019-06/16/c_138148183.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=29682
China,Xi Jinping,North Korea,Pyongyang,2019-06-20,20.6.2019,2019-06-21,21.6.2019,"China ready to join DPRK for brighter future of ties, regional peace, prosperity, Xi, met with Kim Jong Un in Pyongyang, says China supports political settlement of Korean Peninsula issue, China ready to join DPRK in turning blueprint of bilateral ties into reality",http://www.xinhuanet.com/english/2019-06/21/c_138162516.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=29700
China,Xi Jinping,Japan,Osaka,2019-06-28,28.6.2019,2019-06-29,29.6.2019,"Xi urges BRICS to strengthen strategic partnership, improve global governance , Xi underscores high-quality infrastructure construction for inclusive development, Xi, Trump agree to restart trade consultations, set tone for China-U.S. ties , Xi urges China-France unity to defend multilateralism",http://www.xinhuanet.com/english/2019-06/29/c_138184777.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=29726
China,Xi Jinping,India,Chennai,2019-10-11,11.10.2019,2019-10-12,12.10.2019,"Xi Jinping met with Narendra Modi in Chennai, agreed to promote China-India mutual learning for shared prosperity",http://www.xinhuanet.com/english/2019-10/12/c_138464897.htm,http://chinavitae.com/vip/index.php?mode=show&id=29987
China,Xi Jinping,Nepal,Kathmandu,2019-10-12,12.10.2019,2019-10-13,13.10.2019,"Xi met with President of the Nepali Congress Party Sher Bahadur Deuba in Kathmandu,  Nepali president hosts grand welcome banquet for Xi,  Xi met with Nepali Prime Minister K.P. Sharma Oli, says anyone attempting to split China will be crushed, Any attempt to split China will end in vain",http://www.xinhuanet.com/english/2019-10/13/c_138467293.htm,http://chinavitae.com/vip/index.php?mode=show&id=29990
China,Xi Jinping,Greece,Athens,2019-11-10,10.11.2019,2019-11-10,10.11.2019,Xi Jinping arrived in Greece for state visit,http://www.xinhuanet.com/english/2019-11/11/c_1210348606.htm,http://chinavitae.com/vip/index.php?mode=show&id=30084
China,Xi Jinping,Brazil,Brazil,2019-11-14,14.11.2019,2019-11-14,14.11.2019,Xi Jinping called on the BRICS countries to undertake their due obligations in championing and practicing multilateralism,http://www.xinhuanet.com/english/2019-11/15/c_138555701.htm,http://chinavitae.com/vip/index.php?mode=show&id=30094
China,Xi Jinping,Myanmar,Nay Pyi Taw,2020-01-17,17.1.2020,2020-01-18,18.1.2020,Xi Jinping and Myanmar leaders attended a state event to launch celebrations for the China-Myanmar Year of Culture and Tourism.,http://www.xinhuanet.com/english/2020-01/18/c_138714325.htm,https://www.chinavitae.com/vip/index.php?mode=show&id=30255
Russia,Putin,Azerbaijan,,2001-01-09,9.1.2001,,,President Vladimir Putin arrived in Azerbaijan for his first official visit,,http://en.kremlin.ru/events/president/trips/45674
Russia,Putin,Austria,,2001-02-08,8.2.2001,,,President Vladimir Putin had negotiations with Austria's President Thomas Klestil,,http://en.kremlin.ru/events/president/trips/45705
Russia,Putin,Ukraine,,2001-02-12,12.2.2001,,,The Presidents of Russia and Ukraine held negotiations in Dnepropetrovsk,,http://en.kremlin.ru/events/president/trips/45706
Russia,Putin,South Korea,,2001-02-27,27.2.2001,,,President Vladimir Putin held a meeting with South Korean businessmen,,http://en.kremlin.ru/events/president/trips/45695
Russia,Putin,Vietnam,,2001-03-01,1.3.2001,,,President Vladimir Putin and Vietnamese President Tran Duc Luong held talks in Hanoi,,http://en.kremlin.ru/events/president/trips/48853
Russia,Putin,Sweden,,2001-03-23,23.3.2001,,,An interview with President Vladimir Putin published in the Swedish newspaper Svenska Dagbladet,,http://en.kremlin.ru/events/president/trips/45670
Russia,Putin,Armenia,,2001-05-24,24.5.2001,,,Vladimir Putin arrived in Yerevan to participate in a session of the CIS Collective Security Council,,http://en.kremlin.ru/events/president/trips/45675
Russia,Putin,Belarus,,2001-05-31,31.5.2001,,,President Vladimir Putin attended the first meeting of the Interstate Council of the Eurasian Economic Community,,http://en.kremlin.ru/events/president/trips/45676
Russia,Putin,China,,2001-06-14,14.6.2001,,,President Vladimir Putin had a meeting with Chinese President Jiang Zemin,,http://en.kremlin.ru/events/president/trips/48858
Russia,Putin,Slovenia,,2001-06-16,16.6.2001,,,President Vladimir Putin arrived in the capital of the Republic of Slovenia,,http://en.kremlin.ru/events/president/trips/45474
Russia,Putin,Serbia,,2001-06-16,16.6.2001,,,President Vladimir Putin arrived in Belgrade for a brief visit,,http://en.kremlin.ru/events/president/trips/45720
Russia,Putin,Italy,,2001-07-16,16.7.2001,,,President Vladimir Putin was interviewed by the Italian media,,http://en.kremlin.ru/events/president/trips/48855
Russia,Putin,Belarus,,2001-07-25,25.7.2001,,,"The Presidents of Russia, Belarus and Ukraine met in Vitebsk",,http://en.kremlin.ru/events/president/trips/48867
Russia,Putin,Ukraine,,2001-07-28,28.7.2001,,,President Vladimir Putin and Ukraine's President Leonid Kuchma attended the consecration of St Vladimir's Cathedral,,http://en.kremlin.ru/events/president/trips/48866
Russia,Putin,Ukraine,,2001-08-23,23.8.2001,,,President Vladimir Putin forwarded to Ukrainian President Leonid Kuchma a congratulatory message on the 10th anniversary of Ukraine's independence,,http://en.kremlin.ru/events/president/trips/45718
Russia,Putin,Finland,,2001-09-01,1.9.2001,,,President Vladimir Putin's interviews with the Finnish newspaper Helsingin Sanomat and Finnish TV channel Yleisradio were published. Mr Putin gave them ahead of his official visit to Finland scheduled for September 2–3,,http://en.kremlin.ru/events/president/trips/45667
Russia,Putin,Armenia,,2001-09-14,14.9.2001,,,President Vladimir Putin arrived in Armenia on an official visit,,http://en.kremlin.ru/events/president/trips/45680
Russia,Putin,Germany,,2001-09-22,22.9.2001,,,The German newspaper Bild and Focus Magazine published interviews with President Vladimir Putin,,http://en.kremlin.ru/events/president/trips/48852
Russia,Putin,Belgium,,2001-10-01,1.10.2001,,,"President Putin arrived in Brussels and met with Guy Verhofstadt, head of the Belgian Government",,http://en.kremlin.ru/events/president/trips/45713
Russia,Putin,Belgium,,2001-10-03,3.10.2001,,,Brussels hosted the eighth European Union — Russia summit,,http://en.kremlin.ru/events/president/trips/48851
Russia,Putin,China,,2001-10-19,19.10.2001,,,President Vladimir Putin met with Vietnamese Prime Minister Phan Van Khai,,http://en.kremlin.ru/events/president/trips/45475
Russia,Putin,Tajikistan,,2001-10-22,22.10.2001,,,President Vladimir Putin met with Tajik President Emomali Rakhmonov and Afghan President Burhanuddin Rabbani in bilateral and tripartite formats,,http://en.kremlin.ru/events/president/trips/45690
Russia,Putin,United States of America,,2001-11-07,7.11.2001,,,President Vladimir Putin gave an interview to the ABC TV channel on the eve of his official visit to the US,,http://en.kremlin.ru/events/president/trips/45476
Russia,Putin,Greece,,2001-12-06,6.12.2001,,,President Vladimir Putin held negotiations with Greek President Konstantinos Stephanopoulos,,http://en.kremlin.ru/events/president/trips/45564
Russia,Putin,Germany,,2001-12-09,9.12.2001,,,Vladimir Putin met with German Federal Chancellor Gerhard Schroeder,,http://en.kremlin.ru/events/president/trips/45723
Russia,Putin,Ukraine,,2001-12-14,14.12.2001,,,Vladimir Putin took part in the Russian-Ukrainian Economic Forum,,http://en.kremlin.ru/events/president/trips/45724
Russia,Putin,United Kingdom,,2001-12-21,21.12.2001,,,President Vladimir Putin visited Tony Blair at his country residence,,http://en.kremlin.ru/events/president/trips/45725
Russia,Putin,France,,2002-01-15,15.1.2002,,,Presidents Vladimir Putin of Russia and Jacques Chirac of France held negotiations,,http://en.kremlin.ru/events/president/trips/45739
Russia,Putin,Poland,,2002-01-16,16.1.2002,,,Russian President Vladimir Putin and Polish President Aleksander Kwasniewski held negotiations in Warsaw,,http://en.kremlin.ru/events/president/trips/45738
Russia,Putin,Kazakhstan,,2002-02-28,28.2.2002,,,"The CIS leaders arrived in ex-Kazakhstan's capital, Almaty",,http://en.kremlin.ru/events/president/trips/48862
Russia,Putin,Ukraine,,2002-03-17,17.3.2002,,,"Odessa hosted a trilateral meeting of the Russian, Ukrainian and Moldovan heads of state",,http://en.kremlin.ru/events/president/trips/48863
Russia,Putin,Turkmenistan,,2002-04-23,23.4.2002,,,The leaders of the five Caspian states discussed problems of the Caspian Sea,,http://en.kremlin.ru/events/president/trips/45478
Russia,Putin,Italy,,2002-05-28,28.5.2002,,,At the Russia-NATO Summit President Vladimir Putin and leaders of 19 NATO countries signed the Rome Declaration “NATO- Russia Relations: A New Quality”,,http://en.kremlin.ru/events/president/trips/48870
Russia,Putin,Kazakhstan,,2002-06-04,4.6.2002,,,A meeting of the heads of state and governments of member countries of the Conference on Interaction and Confidence Building Measures in Asia was held in Almaty,,http://en.kremlin.ru/events/president/trips/48874
Russia,Putin,Canada,,2002-06-26,26.6.2002,,,President Vladimir Putin arrives in Canada to attend the G8 summit,,http://en.kremlin.ru/events/president/trips/48873
Russia,Putin,Kazakhstan,,2002-07-06,6.7.2002,,,An informal meeting of the heads of Central Asian states and Russia was held in Aktau,,http://en.kremlin.ru/events/president/trips/48871
Russia,Putin,Ukraine,,2002-10-06,6.10.2002,,,President Vladimir Putin visited the Dnieper hydroelectric plant on the 70th anniversary of its construction,,http://en.kremlin.ru/events/president/trips/45463
Russia,Putin,Moldova,,2002-10-06,6.10.2002,,,President Putin held a meeting with Moldovan President Vladimir Voronin,,http://en.kremlin.ru/events/president/trips/48878
Russia,Putin,Belgium,,2002-11-11,11.11.2002,,,The 10th Russia-European Union summit took place in Brussels,,http://en.kremlin.ru/events/president/trips/48861
Russia,Putin,Norway,,2002-11-12,12.11.2002,,,President Vladimir Putin met with German Federal Chancellor Gerhard Schroeder,,http://en.kremlin.ru/events/president/trips/45464
Russia,Putin,Chad,,2002-11-27,27.11.2002,,,Xinhua news agency and China Central Television (CCTV) interviewed President Vladimir Putin,,http://en.kremlin.ru/events/president/trips/45466
Russia,Putin,India,,2002-12-03,3.12.2002,,,President Vladimir Putin met with Indian Prime Minister Atal Bihari Vajpayee,,http://en.kremlin.ru/events/president/trips/45467
Russia,Putin,Kyrgyzstan,,2002-12-05,5.12.2002,,,President Vladimir Putin had negotiations with Kyrgyz President Askar Akayev,,http://en.kremlin.ru/events/president/trips/45468
Russia,Putin,Belarus,,2003-01-19,19.1.2003,,,President Vladimir Putin and his Belarusian counterpart Aleksandr Lukashenko had a working dinner,,http://en.kremlin.ru/events/president/trips/48876
Russia,Putin,Ukraine,,2003-01-27,27.1.2003,,,"President Vladimir Putin and Ukrainian President Leonid Kuchma opened the Year of Russia in Ukraine in an official ceremony, President Vladimir Putin held a meeting with Georgian President Eduard Shevardnadze",,http://en.kremlin.ru/events/president/trips/45470
Russia,Putin,Germany,,2003-02-09,9.2.2003,,,Russian President Vladimir Putin attended the opening of a series of 2003–2004 Russian-German Culture Encounters,,http://en.kremlin.ru/events/president/trips/45471
Russia,Putin,France,,2003-02-10,10.2.2003,,,President Vladimir Putin began a three-day state visit to France,,http://en.kremlin.ru/events/president/trips/45472
Russia,Putin,Bulgaria,,2003-03-01,1.3.2003,,,President Putin and Bulgaria's President Georgi Parvanov opened the Days of Russian Culture in Bulgaria,,http://en.kremlin.ru/events/president/trips/48879
Russia,Putin,Tajikistan,,2003-04-26,26.4.2003,,,"President Vladimir Putin took part in a meeting of the Interstate Council of the Eurasian Economic Community (EurAsEC), President Vladimir Putin took part in a meeting of the Interstate Council of the Eurasian Economic Community (EurAsEC), President Vladimir Putin and Tajik President Emomali Rakhmonov held negotiations",,http://en.kremlin.ru/events/president/trips/45484
Russia,Putin,Ukraine,,2003-04-30,30.4.2003,,,President Vladimir Putin met with Ukrainian President Leonid Kuchma,,http://en.kremlin.ru/events/president/trips/45485
Russia,Putin,France,,2003-06-01,1.6.2003,,,President Vladimir Putin met with the Malaysian Prime Minister Mahathir Mohamad,,http://en.kremlin.ru/events/president/trips/48869
Russia,Putin,United Kingdom,,2003-06-22,22.6.2003,,,President Vladimir Putin gave an interview to the BBC,,http://en.kremlin.ru/events/president/trips/48894
Russia,Putin,Malaysia,,2003-08-05,5.8.2003,,,President Vladimir Putin met with King Tuanku Syed Sirajuddin of Malaysia,,http://en.kremlin.ru/events/president/trips/45495
Russia,Putin,Uzbekistan,,2003-08-06,6.8.2003,,,President Vladimir Putin took a sightseeing tour of Samarkand,,http://en.kremlin.ru/events/president/trips/45496
Russia,Putin,Italy,,2003-08-29,29.8.2003,,,President Vladimir Putin arrived in Italy,,http://en.kremlin.ru/events/president/trips/45497
Russia,Putin,Ukraine,,2003-09-17,17.9.2003,,,President Vladimir Putin met with Ukrainian President Leonid Kuchma,,http://en.kremlin.ru/events/president/trips/48881
Russia,Putin,United States of America,,2003-09-20,20.9.2003,,,"Anticipating his visit to the United States of America, Vladimir Putin gave an interview to American TV channels",,http://en.kremlin.ru/events/president/trips/48882
Russia,Putin,Malaysia,,2003-10-16,16.10.2003,,,Vladimir Putin arrived in Malaysia to attend the Organization of the Islamic Conference Summit,,http://en.kremlin.ru/events/president/trips/45501
Russia,Putin,Thailand,,2003-10-17,17.10.2003,,,"“Russia and APEC: Topical Issues and Prospects for Cooperation”, an article by Vladimir Putin, was published",,http://en.kremlin.ru/events/president/trips/48898
Russia,Putin,Thailand,,2003-10-21,21.10.2003,,,President Vladimir Putin’s state visit to Thailand began with a meeting with the country’s Prime Minister Thaksin Shinawatra,,http://en.kremlin.ru/events/president/trips/45502
Russia,Putin,Kyrgyzstan,,2003-10-23,23.10.2003,,,President Vladimir Putin met Kyrgyz President Askar Akayev,,http://en.kremlin.ru/events/president/trips/45503
Russia,Putin,Italy,,2003-11-03,3.11.2003,,,"On the eve of his official visit to Italy President and the 12th Russia-EU summit Vladimir Putin gave an interview to the Italian media: the ANSA news agency, the newspaper Corriere della sera and the TV company RAI",,http://en.kremlin.ru/events/president/trips/48883
Russia,Putin,Italy,,2003-11-06,6.11.2003,,,"The 12th Russia-European Union summit was held in the capital of Italy, the current President of the EU",,http://en.kremlin.ru/events/president/trips/48884
Russia,Putin,France,,2003-11-07,7.11.2003,,,President Vladimir Putin made a one-day visit to Paris,,http://en.kremlin.ru/events/president/trips/45506
Russia,Putin,Kazakhstan,,2004-01-09,9.1.2004,,,President Vladimir Putin and his Kazakh counterpart Nursultan Nazarbayev held talks in Astana,,http://en.kremlin.ru/events/president/trips/45512
Russia,Putin,Ukraine,,2004-01-23,23.1.2004,,,President Vladimir Putin presented state awards to several Ukrainian citizens for their contribution to the development of Russian-Ukrainian friendship and cooperation,,http://en.kremlin.ru/events/president/trips/45514
Russia,Putin,Ukraine,,2004-05-23,23.5.2004,,,Vladimir Putin met with President of Kazakhstan Nursultan Nazarbayev,,http://en.kremlin.ru/events/president/trips/48900
Russia,Putin,France,,2004-06-06,6.6.2004,,,"The importance of the USSR in the victory over fascism cannot be disputed, but Russia should also not doubt the importance of the allies’ operations in opening the second front",,http://en.kremlin.ru/events/president/trips/45523
Russia,Putin,United States of America,,2004-06-08,8.6.2004,,,Vladimir Putin arrived at Sea Island,,http://en.kremlin.ru/events/president/trips/48817
Russia,Putin,Uzbekistan,,2004-06-16,16.6.2004,,,President Vladimir Putin and President of Uzbekistan Islam Karimov signed a strategic partnership agreement between Russia and Uzbekistan,,http://en.kremlin.ru/events/president/trips/45525
Russia,Putin,Belarus,,2004-07-01,1.7.2004,,,President Vladimir Putin took part in celebrations to honour the 60th anniversary of Belarus' liberation from the Nazi invaders,,http://en.kremlin.ru/events/president/trips/45530
Russia,Putin,Austria,,2004-07-10,10.7.2004,,,"Vladimir Putin arrived in Vienna, where the state funeral of the Federal President of the Austrian Republic Thomas Klestil was held",,http://en.kremlin.ru/events/president/trips/45513
Russia,Putin,Ukraine,,2004-07-26,26.7.2004,,,Vladimir Putin paid a one-day visit to Ukraine,,http://en.kremlin.ru/events/president/trips/45532
Russia,Putin,Kazakhstan,,2004-09-15,15.9.2004,,,"A meeting of the Council of heads of member countries on the Agreement on forming a Common Economic Space took place in Astana, Vladimir Putin met with the Presidents of Azerbaijan and Armenia, Ilkham Aliyev and Robert Kocharian",,http://en.kremlin.ru/events/president/trips/48819
Russia,Putin,Chad,,2004-10-14,14.10.2004,,,President Vladimir Putin has arrived in China on an official visit,,http://en.kremlin.ru/events/president/trips/45535
Russia,Putin,Tajikistan,,2004-10-16,16.10.2004,,,President Vladimir Putin has signed an order on signing the protocol on the Russian Federation joining the agreement founding the Central Asian Cooperation Organisation,,http://en.kremlin.ru/events/president/trips/45536
Russia,Putin,Tajikistan,,2004-10-18,18.10.2004,,,A protocol was signed in Dushanbe on Russia joining the Central Asian Cooperation Organisation,,http://en.kremlin.ru/events/president/trips/48820
Russia,Putin,Ukraine,,2004-10-26,26.10.2004,,,"In a live broadcast of three national Ukrainian television channels, President Vladimir Putin answered questions by television viewers",,http://en.kremlin.ru/events/president/trips/45537
Russia,Putin,Chile,,2004-11-19,19.11.2004,,,"President Vladimir Putin has begun his two-day official visit to Chile with the meeting wih deputies of the Chilean National Congress, President Vladimir Putin arrived at Espasio Riesco congress center, where the 12th APEC forum began its work",,http://en.kremlin.ru/events/president/trips/45540
Russia,Putin,Brazil,,2004-11-22,22.11.2004,,,The official welcome ceremony marking President Vladimir Putin's visit to Brazil took place at the Planalto Presidential Palace in the Brazilian capital Brasilia,,http://en.kremlin.ru/events/president/trips/45541
Russia,Putin,Portugal,,2004-11-23,23.11.2004,,,President Vladimir Putin began his official visit to Portugal by meeting with Portuguese President Jorge Sampaio,,http://en.kremlin.ru/events/president/trips/45542
Russia,Putin,Netherlands,,2004-11-25,25.11.2004,,,A summit meeting between Russia and the European Union has taken place in the Hague,,http://en.kremlin.ru/events/president/trips/48822
Russia,Putin,India,,2004-12-03,3.12.2004,,,President Vladimir Putin met with Indian Foreign Minister Kanwar Natwar Singh,,http://en.kremlin.ru/events/president/trips/45543
Russia,Putin,Turkey,,2004-12-05,5.12.2004,,,"On Vladimir Putin's arrival in Ankara, a dinner in his honour was held by the Turkish President Ahmet Necdet Sezer",,http://en.kremlin.ru/events/president/trips/45544
Russia,Putin,Germany,,2004-12-20,20.12.2004,,,President Putin arrived in Hamburg to take part in Russian-German high-level intergovernmental consultations,,http://en.kremlin.ru/events/president/trips/45546
Russia,Putin,Poland,,2005-01-27,27.1.2005,,,President Vladimir Putin arrived in Krakow to take part in the events commemorating the 60th anniversary of the liberation of Auschwitz,,http://en.kremlin.ru/events/president/trips/48823
Russia,Putin,Slovakia,,2005-02-24,24.2.2005,,,"The official visit of President Putin to the Slovak Republic has begun, President Vladimir Putin and his wife have arrived in the Slovakian capital Bratislava",,http://en.kremlin.ru/events/president/trips/45548
Russia,Putin,Ukraine,,2005-03-19,19.3.2005,,,President Vladimir Putin held talks with Ukrainian President Viktor Yushchenko,,http://en.kremlin.ru/events/president/trips/45550
Russia,Putin,Armenia,,2005-03-24,24.3.2005,,,President Vladimir Putin has arrived in the Republic of Armenia on a working visit,,http://en.kremlin.ru/events/president/trips/45552
Russia,Putin,Germany,,2005-04-10,10.4.2005,,,Vladimir Putin arrived in Hannover for a two-day working visit,,http://en.kremlin.ru/events/president/trips/45554
Russia,Putin,Egypt,,2005-04-26,26.4.2005,,,Vladimir Putin has arrived in Egypt on a working visit,,http://en.kremlin.ru/events/president/trips/45555
Russia,Putin,Israel,,2005-04-27,27.4.2005,,,President Vladimir Putin has arrived in Israel on a working visit,,http://en.kremlin.ru/events/president/trips/45556
Russia,Putin,Kazakhstan,,2005-06-02,2.6.2005,,,President Vladimir Putin arrived at Baikonur,,http://en.kremlin.ru/events/president/trips/48825
